,index,x,y
181013,201301CW10391,-0.150614,51.523085
181014,201301CW10392,-0.162908,51.514915
181015,201301CW10394,-0.174385,51.534249
181016,201301CW10396,-0.145184,51.514816
181017,201301CW10397,-0.145659,51.520849
181018,201301CW10398,-0.15629,51.521736
181019,201301CW10399,-0.127179,51.511023
181020,201301CW10400,-0.15148,51.501696
181021,201301CW10401,-0.119099,51.511253
181022,201301CW10402,-0.196256,51.520829
181023,201301CW10403,-0.162555,51.512931
181024,201301CW10404,-0.17483,51.515911
181025,201301CW10405,-0.169223,51.519151
181026,201301CW10406,-0.172079,51.519825
181027,201301CW10407,-0.130671,51.499658
181028,201301CW10408,-0.145269,51.523361
181029,201301CW10409,-0.152441,51.502881
181030,201301CW10410,-0.14579,51.485689
181031,201301CW10412,-0.213715,51.52775
181032,201301CW10413,-0.128068,51.499886
181033,201301CW10414,-0.162075,51.521287
181034,201301CW10415,-0.14743,51.509186
181035,201301CW10416,-0.146194,51.497027
181036,201301CW10417,-0.145258,51.52363
181037,201301CW10419,-0.165273,51.520618
181038,201301CW10420,-0.126691,51.50535
181039,201301CW10421,-0.156329,51.513643
181040,201301CW10422,-0.127175,51.507606
181041,201301CW10423,-0.14579,51.485689
181042,201301CW10425,-0.130029,51.501266
181043,201301CW10427,-0.151271,51.503312
181044,201301CW10429,-0.123616,51.506559
181045,201301CW10430,-0.140716,51.507731
181046,201301CW10433,-0.126371,51.513168
181047,201301CW10435,-0.16244,51.51221
181048,201301CW10436,-0.170754,51.531315
181049,201301CW10437,-0.148817,51.499856
181050,201301CW10438,-0.152005,51.502964
181051,201301CW10440,-0.162133,51.516252
181052,201301CW10441,-0.141257,51.49443
181053,201301CW10442,-0.183574,51.517126
181054,201301CW10443,-0.12849,51.510684
181056,201301CW10445,-0.168053,51.523179
181057,201301CW10446,-0.149095,51.514338
181059,201301CW10449,-0.14446,51.514895
181060,201301CW10450,-0.13322,51.507792
181061,201301CW10451,-0.169465,51.523921
181062,201301CW10452,-0.142772,51.506775
181063,201301CW10453,-0.141339,51.513676
181064,201301CW10455,-0.135718,51.48544
181065,201301CW10456,-0.116027,51.512373
181066,201301CW10457,-0.130108,51.488768
181067,201301CW10459,-0.164402,51.517187
181068,201301CW10462,-0.125819,51.491487
181069,201301CW10463,-0.113641,51.510806
181070,201301CW10464,-0.151194,51.523004
181071,201301CW10466,-0.130436,51.487784
181072,201301CW10467,-0.193734,51.526275
181073,201301CW10469,-0.189737,51.521627
181074,201301CW10472,-0.151702,51.51402
181075,201301CW10473,-0.141565,51.515209
181076,201301CW10474,-0.125296,51.511263
181077,201301CW10475,-0.153461,51.509731
181078,201301CW10476,-0.127482,51.507161
181079,201301CW10477,-0.1681,51.518414
181080,201301CW10478,-0.131164,51.512255
181081,201301CW10479,-0.144172,51.507786
181082,201301CW10480,-0.163693,51.534801
181083,201301CW10481,-0.19389,51.515037
181084,201301CW10482,-0.204997,51.525819
181085,201301CW10483,-0.129881,51.501354
181086,201301CW10484,-0.129251,51.513214
181087,201301CW10485,-0.156621,51.513558
181088,201301CW10486,-0.131142,51.512795
181089,201301CW10487,-0.159972,51.50192
181090,201301CW10488,-0.140716,51.507731
181091,201301CW10489,-0.122176,51.506536
181092,201301CW10490,-0.157432,51.522024
181093,201301CW10491,-0.135292,51.509983
181094,201301CW10492,-0.15245,51.506208
181095,201301CW10494,-0.123257,51.504755
181096,201301CW10495,-0.196327,51.519031
181097,201301CW10496,-0.193599,51.515122
181098,201301CW10497,-0.185866,51.510237
181099,201301CW10499,-0.125181,51.493005
181100,201301CW10500,-0.167092,51.518398
181101,201301CW10501,-0.178288,51.519562
181102,201301CW10502,-0.120813,51.508133
181103,201301CW10504,-0.126886,51.490065
181104,201301CW10505,-0.141517,51.498661
181106,201301CW10507,-0.192496,51.52113
181107,201301CW10509,-0.133416,51.510043
181108,201301CW10510,-0.121585,51.510394
181109,201301CW10512,-0.127028,51.507693
181110,201301CW10513,-0.165289,51.53096
181111,201301CW10514,-0.157572,51.522116
181112,201301CW10516,-0.13911,51.508245
181113,201301CW10518,-0.141121,51.494248
181114,201301CW10519,-0.181398,51.528333
181115,201301CW10521,-0.194251,51.524125
181116,201301CW10522,-0.17479,51.502511
181117,201301CW10523,-0.156996,51.522107
181118,201301CW10524,-0.130853,51.505776
181119,201301CW10525,-0.146309,51.504852
181120,201301CW10527,-0.142432,51.515132
181121,201301CW10528,-0.186782,51.516186
181122,201301CW10529,-0.149721,51.491777
181123,201301CW10530,-0.192914,51.521496
181124,201301CW10531,-0.129893,51.508099
181125,201301CW10532,-0.146194,51.497027
181126,201301CW10533,-0.154789,51.508943
181127,201301CW10534,-0.141621,51.489041
181128,201301CW10535,-0.171399,51.526019
181129,201301CW10536,-0.166692,51.517582
181130,201301CW10538,-0.15908,51.513327
181132,201301CW10540,-0.152588,51.502793
181133,201301CW10541,-0.146747,51.494068
181134,201301CW10542,-0.173943,51.502048
181135,201301CW10543,-0.132734,51.516147
181136,201301CW10544,-0.142182,51.507125
181137,201301CW10546,-0.145772,51.525167
181138,201301CW10547,-0.130854,51.516297
181139,201301CW10548,-0.197741,51.523369
181140,201301CW10549,-0.169223,51.519151
181142,201301CW10552,-0.115384,51.510474
181143,201301CW10553,-0.115384,51.510474
181144,201301CW10554,-0.142381,51.51639
181145,201301CW10555,-0.140837,51.515377
181146,201301CW10556,-0.178332,51.525677
181147,201301CW10559,-0.147627,51.504333
181148,201301CW10560,-0.145251,51.52381
181149,201301CW10561,-0.146891,51.49407
181150,201301CW10563,-0.156884,51.510594
181151,201301CW10564,-0.135806,51.497401
181152,201301CW10565,-0.149824,51.485663
181153,201301CW10566,-0.121983,51.514717
181154,201301CW10567,-0.19118,51.525247
181155,201301CW10568,-0.204,51.532818
181156,201301CW10570,-0.157777,51.513486
181157,201301CW10572,-0.192732,51.52608
181158,201301CW10573,-0.137499,51.505342
181160,201301CW10577,-0.159876,51.515048
181161,201301CW10578,-0.173369,51.520025
181162,201301CW10579,-0.168381,51.518598
181163,201301CW10580,-0.144037,51.486291
181164,201301CW10581,-0.203018,51.524799
181165,201301CW10586,-0.140579,51.507549
181166,201301CW10588,-0.162219,51.521289
181167,201301CW10590,-0.149691,51.52451
181168,201301CW10591,-0.170264,51.521955
181169,201301CW10593,-0.171323,51.520712
181170,201301CW10594,-0.189638,51.535025
181171,201301CW10596,-0.170401,51.51854
181172,201301CW10597,-0.179999,51.520038
181173,201301CW10599,-0.164954,51.53572
181174,201301CW10600,-0.141738,51.514492
181176,201301CW10604,-0.132279,51.513173
181177,201301CW10605,-0.161213,51.524781
181178,201301CW10606,-0.126425,51.504806
181179,201301CW10608,-0.155689,51.522356
181180,201301CW10609,-0.175827,51.512599
181181,201301CW10610,-0.173655,51.502044
181182,201301CW10611,-0.200896,51.523777
181183,201301CW10612,-0.142141,51.515218
181184,201301CW10613,-0.127485,51.507071
181185,201301CW10615,-0.165602,51.501648
181186,201301CW10616,-0.126012,51.500842
181187,201301CW10617,-0.12703,51.490067
181188,201301CW10618,-0.134207,51.497736
181189,201301CW10619,-0.133605,51.512474
181190,201301CW10620,-0.120654,51.511998
181191,201301CW10621,-0.151183,51.505469
181192,201301CW10624,-0.174827,51.523195
181193,201301CW10625,-0.157657,51.502153
181194,201301CW10626,-0.164566,51.527441
181195,201301CW10627,-0.122762,51.51329
181196,201301CW10628,-0.15303,51.523933
181197,201301CW10629,-0.123257,51.504755
181198,201301CW10630,-0.14877,51.515233
181199,201301CW10631,-0.141398,51.494523
181200,201301CW10632,-0.11859,51.509626
181201,201301CW10633,-0.137262,51.514691
181204,201301CW10637,-0.130059,51.507562
181205,201301CW10638,-0.171492,51.5021
181206,201301CW10640,-0.152015,51.506291
181207,201301CW10641,-0.151987,51.521218
181208,201301CW10642,-0.123992,51.5009
181209,201301CW10643,-0.131659,51.489602
181210,201301CW10644,-0.142022,51.514586
181211,201301CW10645,-0.141273,51.515294
181212,201301CW10646,-0.141758,51.51755
181213,201301CW10653,-0.157432,51.522024
181214,201301CW10655,-0.18598,51.518242
181215,201301CW10656,-0.183756,51.523423
181216,201301CW10657,-0.131522,51.48942
181217,201301CW10659,-0.151664,51.518516
181218,201301CW10661,-0.19889,51.523477
181219,201301CW10662,-0.122925,51.505829
181220,201301CW10663,-0.129661,51.51376
181221,201301CW10667,-0.145983,51.495135
181222,201301CW10669,-0.140932,51.51304
181223,201301CW10670,-0.163706,51.520144
181224,201301CW10671,-0.198572,51.527878
181225,201301CW10672,-0.157436,51.521934
181226,201301CW10674,-0.130766,51.493814
181227,201301CW10675,-0.130563,51.516383
181228,201301CW10677,-0.20515,51.532925
181229,201301CW10678,-0.137741,51.510022
181230,201301CW10679,-0.146619,51.497213
181231,201301CW10680,-0.151664,51.518516
181232,201301CW10681,-0.1331,51.514265
181233,201301CW10682,-0.148409,51.52413
181234,201301CW10683,-0.159077,51.513416
181235,201301CW10684,-0.148187,51.515403
181238,201301CW10687,-0.135865,51.485352
181239,201301CW10688,-0.13968,51.511941
181240,201301CW10689,-0.153223,51.490663
181241,201301CW10690,-0.126159,51.500755
181242,201301CW10691,-0.175392,51.512682
181243,201301CW10693,-0.127098,51.505986
181244,201301CW10694,-0.141159,51.507468
181245,201301CW10695,-0.189256,51.515595
181246,201301CW10696,-0.168377,51.518688
181247,201301CW10697,-0.149867,51.50239
181248,201301CW10698,-0.15141,51.514105
181249,201301CW10699,-0.143904,51.510839
181250,201301CW10700,-0.153861,51.517651
181251,201301CW10701,-0.141614,51.517547
181252,201301CW10702,-0.157173,51.5213
181253,201301CW10703,-0.132837,51.510124
181254,201301CW10704,-0.133341,51.504826
181255,201301CW10705,-0.142926,51.520716
181256,201301CW10706,-0.160708,51.512273
181257,201301CW10707,-0.143019,51.521976
181258,201301CW10708,-0.150254,51.514177
181259,201301CW10709,-0.135286,51.51367
181261,201301CW10711,-0.181261,51.528151
181262,201301CW10712,-0.208001,51.526404
181263,201301CW10713,-0.125576,51.500925
181264,201301CW10714,-0.130252,51.48877
181265,201301CW10715,-0.136016,51.509905
181266,201301CW10716,-0.144576,51.519123
181267,201301CW10717,-0.158963,51.519799
181268,201301CW10718,-0.165417,51.52062
181269,201301CW10719,-0.15841,51.501356
181270,201301CW10720,-0.13389,51.516076
181271,201301CW10721,-0.143213,51.517213
181273,201301CW10725,-0.133369,51.511211
181274,201301CW10726,-0.169922,51.519701
181275,201301CW10727,-0.193739,51.522498
181276,201301CW10728,-0.159465,51.514502
181277,201301CW10729,-0.131662,51.489512
181278,201301CW10730,-0.140241,51.51231
181279,201301CW10731,-0.166411,51.517398
181280,201301CW10732,-0.136042,51.509276
181281,201301CW10733,-0.175122,51.515825
181282,201301CW10734,-0.129676,51.488761
181283,201301CW10735,-0.181402,51.528243
181284,201301CW10736,-0.179732,51.501419
181285,201301CW10738,-0.19293,51.532018
181286,201301CW10739,-0.127534,51.50941
181287,201301CW10741,-0.149166,51.523242
181288,201301CW10742,-0.123409,51.504578
181289,201301CW10744,-0.127168,51.507785
181290,201301CW10746,-0.162291,51.501596
181291,201301CW10747,-0.136273,51.503614
181292,201301CW10748,-0.14766,51.524837
181293,201301CW10749,-0.139139,51.496915
181294,201301CW10751,-0.178003,51.519467
181295,201301CW10752,-0.127481,51.500146
181296,201301CW10753,-0.142624,51.496251
181297,201301CW10754,-0.156041,51.513638
181298,201301CW10755,-0.132491,51.497439
181299,201301CW10758,-0.191283,51.515356
181300,201301CW10759,-0.185069,51.530278
181301,201301CW10760,-0.158364,51.513225
181303,201301CW10764,-0.18778,51.516471
181304,201301CW10765,-0.151047,51.505287
181305,201301CW10766,-0.184057,51.530352
181306,201301CW10767,-0.122316,51.506629
181308,201301CW10769,-0.127485,51.507071
181309,201301CW10771,-0.14675,51.493978
181310,201301CW10772,-0.146449,51.504944
181311,201301CW10773,-0.155495,51.509313
181312,201301CW10775,-0.129343,51.50746
181313,201301CW10776,-0.141481,51.510171
181314,201301CW10777,-0.15656,51.52219
181315,201301CW10778,-0.1914,51.519675
181316,201301CW10780,-0.141138,51.511515
181317,201301CW10781,-0.151761,51.501881
181318,201301CW10782,-0.178017,51.511914
181319,201301CW10783,-0.13181,51.489424
181320,201301CW10784,-0.129657,51.51385
181321,201301CW10785,-0.179458,51.515533
181322,201301CW10786,-0.162671,51.527951
181323,201301CW10787,-0.170059,51.52348
181324,201301CW10788,-0.170848,51.518187
181325,201301CW10789,-0.201455,51.524236
181326,201301CW10793,-0.149905,51.49079
181327,201301CW10794,-0.164253,51.520872
181328,201301CW10796,-0.187667,51.512063
181329,201301CW10797,-0.144812,51.516879
181330,201301CW10798,-0.189155,51.532679
181331,201301CW10799,-0.180399,51.520853
181332,201301CW10800,-0.170264,51.521955
181333,201301CW10801,-0.115136,51.512988
181334,201301CW10802,-0.165701,51.520714
181335,201301CW10803,-0.125399,51.494718
181336,201301CW10805,-0.1275,51.506711
181337,201301CW10806,-0.134123,51.517428
181338,201301CW10807,-0.159755,51.52161
181339,201301CW10808,-0.170923,51.519897
181340,201301CW10809,-0.170632,51.519982
181341,201301CW10810,-0.15045,51.50222
181342,201301CW10811,-0.146343,51.514655
181343,201301CW10812,-0.144341,51.496548
181344,201301CW10813,-0.118076,51.511597
181345,201301CW10814,-0.125406,51.494538
181346,201301CW10815,-0.125823,51.498411
181347,201301CW10816,-0.140467,51.513842
181348,201301CW10817,-0.134716,51.509974
181349,201301CW10818,-0.211589,51.526819
181350,201301CW10819,-0.159228,51.513239
181351,201301CW10820,-0.197286,51.527589
181352,201301CW10821,-0.151645,51.494055
181353,201301CW10822,-0.15239,51.504139
181354,201301CW10823,-0.151329,51.501874
181355,201301CW10824,-0.135152,51.509891
181356,201301CW10825,-0.148531,51.524671
181357,201301CW10827,-0.17075,51.531405
181358,201301CW10828,-0.161722,51.519303
181359,201301CW10829,-0.193447,51.522584
181360,201301CW10830,-0.169155,51.520858
181361,201301CW10831,-0.149355,51.497256
181362,201301CW10832,-0.160005,51.515409
181363,201301CW10833,-0.135098,51.514746
181364,201301CW10834,-0.170066,51.519703
181365,201301CW10835,-0.141726,51.493539
181366,201301CW10836,-0.180225,51.517973
181367,201301CW10837,-0.137929,51.508946
181368,201301CW10838,-0.150398,51.514179
181369,201301CW10839,-0.201019,51.524319
181370,201301CW10840,-0.154237,51.522603
181371,201301CW10841,-0.12497,51.494621
181372,201301CW10844,-0.177128,51.519723
181373,201301CW10845,-0.14202,51.518183
181374,201301CW10846,-0.15718,51.52112
181375,201301CW10847,-0.127534,51.50941
181376,201301CW10849,-0.11907,51.511972
181377,201301CW10850,-0.121585,51.510394
181378,201301CW10851,-0.170754,51.531315
181379,201301CW10852,-0.137741,51.510022
181380,201301CW10853,-0.128302,51.51176
181381,201301CW10854,-0.158969,51.512515
181382,201301CW10856,-0.13746,51.485108
181383,201301CW10857,-0.134568,51.510062
181384,201301CW10858,-0.165981,51.535287
181385,201301CW10859,-0.166849,51.531613
181386,201301CW10860,-0.173124,51.522539
181387,201301CW10861,-0.16422,51.528874
181388,201301CW10862,-0.160819,51.513084
181389,201301CW10863,-0.174385,51.534249
181390,201301CW10864,-0.183462,51.527196
181391,201301CW10865,-0.141511,51.491737
181392,201301CW10866,-0.135953,51.497314
181393,201301CW10867,-0.176817,51.531139
181394,201301CW10868,-0.143854,51.497889
181395,201301CW10869,-0.164312,51.515837
181396,201301CW10871,-0.126262,51.494731
181397,201301CW10872,-0.187533,51.511791
181398,201301CW10873,-0.120654,51.50849
181399,201301CW10874,-0.133151,51.495381
181400,201301CW10875,-0.133022,51.516152
181401,201301CW10876,-0.149026,51.52315
181402,201301CW10877,-0.132734,51.516147
181403,201301CW10878,-0.162908,51.514915
181404,201301CW10879,-0.182576,51.527722
181405,201301CW10880,-0.144685,51.505816
181406,201301CW10883,-0.124029,51.51403
181407,201301CW10884,-0.147968,51.492378
181408,201301CW10885,-0.158212,51.502702
181409,201301CW10886,-0.168939,51.519056
181410,201301CW10887,-0.154971,51.493748
181412,201301CW10889,-0.129251,51.513214
181413,201301CW10890,-0.136599,51.509734
181414,201301CW10891,-0.126293,51.508041
181415,201301CW10892,-0.1811,51.532195
181416,201301CW10893,-0.150398,51.514179
181417,201301CW10894,-0.164294,51.512689
181418,201301CW10895,-0.160564,51.512271
181419,201301CW10897,-0.126152,51.500935
181420,201301CW10898,-0.189482,51.51353
181421,201301CW10900,-0.134572,51.509972
181422,201301CW10901,-0.134931,51.511776
181423,201301CW10902,-0.152742,51.523928
181424,201301CW10903,-0.159592,51.525655
181425,201301CW10904,-0.133815,51.510859
181426,201301CW10906,-0.157893,51.521311
181427,201301CW10907,-0.1544,51.511454
181428,201301CW10909,-0.142273,51.494267
181429,201301CW10911,-0.15188,51.491811
181430,201301CW10912,-0.140747,51.521131
181431,201301CW10913,-0.128498,51.510504
181432,201301CW10914,-0.157635,51.516991
181433,201301CW10915,-0.130853,51.505776
181434,201301CW10916,-0.156888,51.510504
181435,201301CW10917,-0.182421,51.527989
181436,201301CW10918,-0.176742,51.511354
181437,201301CW10920,-0.213739,51.527121
181438,201301CW10921,-0.148112,51.506589
181439,201301CW10922,-0.146923,51.514574
181440,201301CW10923,-0.133683,51.496468
181441,201301CW10924,-0.165133,51.516929
181442,201301CW10925,-0.153789,51.498046
181443,201301CW10926,-0.188799,51.534382
181444,201301CW10928,-0.152049,51.501885
181445,201301CW10929,-0.129631,51.507465
181446,201301CW10930,-0.167364,51.529553
181447,201301CW10932,-0.146491,51.514567
181448,201301CW10933,-0.143103,51.502193
181449,201301CW10935,-0.129888,51.501174
181450,201301CW10936,-0.157158,51.510958
181451,201301CW10937,-0.174827,51.523195
181452,201301CW10938,-0.136498,51.515758
181453,201301CW10939,-0.144316,51.514892
181454,201301CW10940,-0.177776,51.514338
181455,201301CW10941,-0.151396,51.496659
181456,201301CW10943,-0.12703,51.490067
181457,201301CW10944,-0.118763,51.512417
181458,201301CW10945,-0.143262,51.519552
181459,201301CW10946,-0.142409,51.494449
181460,201301CW10947,-0.15316,51.524294
181461,201301CW10948,-0.20175,51.52406
181462,201301CW10950,-0.169083,51.522656
181463,201301CW10952,-0.196429,51.527396
181464,201301CW10953,-0.181402,51.528243
181465,201301CW10954,-0.165561,51.520622
181466,201301CW10955,-0.12703,51.490067
181467,201301CW10957,-0.151267,51.503402
181468,201301CW10958,-0.155576,51.535843
181469,201301CW10961,-0.170203,51.519885
181470,201301CW10962,-0.135438,51.517
181471,201301CW10963,-0.172832,51.511833
181472,201301CW10964,-0.125853,51.497692
181473,201301CW10965,-0.15772,51.522028
181474,201301CW10967,-0.112957,51.513403
181475,201301CW10968,-0.150251,51.514267
181476,201301CW10969,-0.133942,51.500699
181477,201301CW10970,-0.169911,51.519971
181478,201301CW10971,-0.204721,51.532829
181479,201301CW10972,-0.153873,51.513784
181480,201301CW10974,-0.188815,51.519455
181481,201301CW10975,-0.145184,51.514816
181482,201301CW10976,-0.141398,51.494523
181483,201301CW10977,-0.158567,51.518894
181484,201301CW10978,-0.159199,51.513958
181485,201301CW10979,-0.177713,51.501477
181486,201301CW10980,-0.124284,51.500815
181487,201301CW10981,-0.141223,51.491732
181488,201301CW10982,-0.129382,51.499457
181489,201301CW10983,-0.137013,51.496072
181490,201301CW10984,-0.146874,51.519339
181491,201301CW10985,-0.159655,51.534828
181492,201301CW10986,-0.15678,51.523902
181493,201301CW10987,-0.129897,51.508009
181494,201301CW10989,-0.146923,51.514574
181495,201301CW10991,-0.192917,51.521407
181496,201301CW10992,-0.15113,51.50322
181497,201301CW10993,-0.134565,51.510151
181498,201301CW10994,-0.182123,51.517373
181499,201301CW10995,-0.127175,51.507606
181500,201301CW10996,-0.186192,51.516537
181501,201301CW10997,-0.131127,51.513154
181502,201301CW10998,-0.149166,51.523242
181503,201301CW10999,-0.185037,51.531087
181504,201301CW11000,-0.129395,51.513216
181505,201301CW11001,-0.146271,51.502244
181506,201301CW11002,-0.197741,51.523369
181507,201301CW11003,-0.137113,51.497152
181508,201301CW11004,-0.160271,51.51955
181509,201301CW11005,-0.165503,51.52206
181510,201301CW11006,-0.157288,51.522021
181511,201301CW11007,-0.164957,51.53563
181512,201301CW11008,-0.170527,51.5082
181513,201301CW11009,-0.189138,51.518561
181514,201301CW11010,-0.159808,51.513158
181515,201301CW11011,-0.161845,51.516248
181516,201301CW11013,-0.152246,51.504136
181517,201301CW11014,-0.127126,51.494745
181518,201301CW11016,-0.181161,51.534264
181519,201301CW11018,-0.133217,51.511389
181520,201301CW11019,-0.158963,51.519799
181521,201301CW11021,-0.128982,51.51276
181522,201301CW11023,-0.148732,51.50552
181523,201301CW11024,-0.172763,51.517138
181524,201301CW11025,-0.150068,51.51876
181525,201301CW11026,-0.136186,51.509278
181527,201301CW11028,-0.187771,51.513054
181528,201301CW11029,-0.136349,51.498219
181529,201301CW11030,-0.129676,51.488761
181530,201301CW11031,-0.15141,51.514105
181531,201301CW11032,-0.119919,51.512346
181532,201301CW11033,-0.15772,51.522028
181533,201301CW11034,-0.135721,51.499468
181534,201301CW11035,-0.142387,51.502092
181536,201301CW11037,-0.164673,51.531939
181537,201301CW11038,-0.131148,51.505601
181538,201301CW11039,-0.172011,51.532323
181539,201301CW11041,-0.156917,51.509785
181540,201301CW11042,-0.146814,51.510166
181541,201301CW11043,-0.147162,51.498031
181542,201301CW11044,-0.158936,51.513324
181543,201301CW11046,-0.141614,51.517547
181544,201301CW11047,-0.167167,51.523705
181546,201301CW11049,-0.133317,51.51247
181547,201301CW11050,-0.165989,51.520719
181548,201301CW11052,-0.186733,51.51016
181549,201301CW11053,-0.14591,51.496932
181550,201301CW11054,-0.173106,51.522988
181551,201301CW11055,-0.158367,51.513135
181552,201301CW11056,-0.153308,51.502804
181553,201301CW11057,-0.127105,51.505806
181554,201301CW11059,-0.157576,51.522026
181555,201301CW11060,-0.154161,51.513789
181556,201301CW11061,-0.156646,51.502227
181557,201301CW11063,-0.156193,51.509864
181558,201301CW11064,-0.170066,51.519703
181559,201301CW11067,-0.13816,51.492673
181560,201301CW11068,-0.12644,51.500939
181561,201301CW11069,-0.120961,51.508046
181562,201301CW11071,-0.128648,51.499805
181563,201301CW11072,-0.141417,51.515296
181564,201301CW11073,-0.157035,51.535416
181565,201301CW11074,-0.148965,51.499768
181566,201301CW11075,-0.142533,51.491393
181567,201301CW11076,-0.168323,51.520036
181568,201301CW11077,-0.128442,51.511852
181569,201301CW11078,-0.165709,51.516938
181570,201301CW11080,-0.151664,51.518516
181571,201301CW11082,-0.166441,51.505888
181572,201301CW11083,-0.143064,51.506689
181573,201301CW11084,-0.144543,51.502216
181574,201301CW11085,-0.148965,51.499768
181575,201301CW11086,-0.15083,51.514186
181576,201301CW11087,-0.169159,51.517171
181577,201301CW11088,-0.133224,51.507702
181579,201301CW11092,-0.173009,51.521818
181580,201301CW11093,-0.178329,51.525767
181581,201301CW11094,-0.130849,51.505866
181582,201301CW11095,-0.116322,51.512198
181583,201301CW11096,-0.130566,51.516293
181584,201301CW11099,-0.167956,51.518411
181585,201301CW11100,-0.187678,51.533556
181586,201301CW11101,-0.136153,51.485357
181587,201301CW11102,-0.148817,51.499856
181588,201301CW11103,-0.127039,51.507424
181589,201301CW11104,-0.165579,51.520173
181590,201301CW11105,-0.189764,51.524595
181591,201301CW11106,-0.167394,51.518043
181592,201301CW11107,-0.187538,51.533464
181593,201301CW11108,-0.170048,51.516556
181594,201301CW11110,-0.126428,51.490687
181595,201301CW11112,-0.147964,51.492468
181596,201301CW11113,-0.141027,51.500092
181597,201301CW11114,-0.13201,51.512719
181598,201301CW11116,-0.12613,51.508488
181599,201301CW11117,-0.126842,51.494651
181600,201301CW11118,-0.188449,51.525025
181601,201301CW11119,-0.183839,51.510475
181602,201301CW11120,-0.162991,51.512848
181603,201301CW11121,-0.137648,51.508762
181604,201301CW11122,-0.175393,51.523473
181605,201301CW11123,-0.187555,51.522133
181606,201301CW11124,-0.125813,51.51271
181607,201301CW11125,-0.148874,51.516223
181608,201301CW11128,-0.13294,51.511115
181609,201301CW11129,-0.164109,51.520869
181610,201301CW11130,-0.147158,51.498121
181611,201301CW11131,-0.127179,51.507516
181612,201301CW11132,-0.174953,51.520049
181613,201301CW11133,-0.140903,51.513759
181614,201301CW11135,-0.132774,51.511652
181615,201301CW11136,-0.165557,51.520712
181617,201301CW11139,-0.15894,51.513234
181618,201301CW11140,-0.150842,51.503215
181619,201301CW11141,-0.152886,51.52393
181620,201301CW11143,-0.197554,51.524446
181621,201301CW11144,-0.141198,51.513584
181622,201301CW11145,-0.159024,51.521869
181623,201301CW11146,-0.151846,51.514022
181624,201301CW11147,-0.187682,51.533466
181625,201301CW11148,-0.137331,51.488253
181626,201301CW11150,-0.114848,51.512984
181627,201301CW11151,-0.156892,51.510414
181628,201301CW11152,-0.157979,51.522752
181629,201301CW11153,-0.185862,51.510327
181630,201301CW11154,-0.166153,51.505883
181631,201301CW11155,-0.182424,51.527899
181632,201301CW11156,-0.14986,51.50257
181634,201301CW11158,-0.143869,51.522349
181635,201301CW11159,-0.196474,51.518943
181636,201301CW11160,-0.127846,51.494757
181637,201301CW11161,-0.152292,51.506565
181638,201301CW11162,-0.158648,51.51332
181639,201301CW11163,-0.14385,51.497979
181640,201301CW11164,-0.156777,51.509693
181641,201301CW11165,-0.134107,51.510774
181642,201301CW11166,-0.150834,51.514096
181643,201301CW11167,-0.125325,51.493008
181644,201301CW11168,-0.174385,51.534249
181645,201301CW11170,-0.130176,51.501179
181646,201301CW11171,-0.130818,51.496063
181647,201301CW11172,-0.12428,51.500905
181648,201301CW11174,-0.11514,51.512898
181649,201301CW11175,-0.132817,51.507066
181650,201301CW11176,-0.145741,51.490455
181651,201301CW11177,-0.134107,51.510774
181652,201301CW11178,-0.157158,51.510958
181653,201301CW11179,-0.144752,51.514809
181654,201301CW11182,-0.131378,51.489417
181655,201301CW11183,-0.136821,51.497238
181656,201301CW11184,-0.184223,51.518934
181657,201301CW11185,-0.139825,51.515451
181658,201301CW11189,-0.144379,51.523976
181659,201301CW11190,-0.142868,51.515049
181660,201301CW11191,-0.159077,51.513416
181661,201301CW11194,-0.191464,51.525341
181662,201301CW11195,-0.187786,51.512695
181663,201301CW11196,-0.161985,51.519937
181664,201301CW11197,-0.170765,51.520254
181665,201301CW11198,-0.182962,51.518015
181666,201301CW11199,-0.200872,51.524407
181667,201301CW11200,-0.130137,51.512689
181668,201301CW11201,-0.141761,51.51746
181669,201301CW11202,-0.142189,51.506945
181670,201301CW11203,-0.148088,51.496517
181671,201301CW11205,-0.158503,51.502616
181672,201301CW11206,-0.125107,51.494803
181673,201301CW11208,-0.146754,51.493888
181674,201301CW11209,-0.118312,51.512859
181675,201301CW11211,-0.167444,51.523979
181676,201301CW11212,-0.149676,51.485751
181677,201301CW11213,-0.150254,51.514177
181678,201301CW11214,-0.137168,51.485193
181679,201301CW11216,-0.151127,51.503309
181681,201301CW11219,-0.164168,51.515834
181682,201301CW11220,-0.179588,51.501417
181683,201301CW11221,-0.127914,51.507168
181684,201301CW11222,-0.179921,51.529209
181685,201301CW11223,-0.148531,51.524671
181686,201301CW11224,-0.183314,51.527283
181687,201301CW11225,-0.125509,51.492022
181688,201301CW11226,-0.115672,51.510479
181689,201301CW11227,-0.140279,51.493696
181690,201301CW11228,-0.135338,51.515919
181691,201301CW11229,-0.165613,51.533662
181692,201301CW11230,-0.139327,51.50645
181693,201301CW11231,-0.140734,51.49667
181694,201301CW11232,-0.157576,51.522026
181695,201301CW11233,-0.127098,51.505986
181696,201301CW11234,-0.153061,51.519617
181697,201301CW11235,-0.141219,51.491822
181698,201301CW11236,-0.145107,51.523808
181699,201301CW11237,-0.126156,51.500845
181700,201301CW11238,-0.143541,51.498513
181701,201301CW11239,-0.143616,51.517939
